Review,title,Rating
"Met friends here for sandwich lunch which eat up £20 for just my husband and me. Food was fresh, with a reasonable choice of hot and cold plates and puddings. Caferia food in an unsual setting in the heart of the city. Prefer to spend...More",Atmosphere with delicious fresh food.,5.0
"This setting is of this place is really neat- eating down in the basement crypt of an old church. Does it get any more unique than that? However, the food was a disappointment. I had the steak and kidney pie, while my friend had the...More",Different and inexpensive,4.0
"Had 2 pre theatre / concert dinners here. Very limited choice of school dinner quality food. Puddings better than mains. But at £ 15.95 for main , pud, and a glass of wine in a magnificent location - can't really grumble. If they could improve...More","Average food, nice place",3.0
"In the old days it was nicer and better.
However the atmosphere is still Special.
Just Forget about the mass of tourists",Little oasis of calm in inner London,4.0
"A beautiful place! There's a real wow factor when you take friends down into the busy cafe for the first time.
The food is expensive - but the location is to blame.",Cool atmosphere to stop in for a good lunch,4.0
"Wonderful spot and reasonable prices. Good food, cafeteria-style service. Loads of atmosphere. New entrance was a surprise. Haven't been there in years. Very pleasant spot to meet with friends.",Great location and good inexpensive food,4.0
There were four of us but we couldn't sit together as it was so busy. We had sandwiches and bottled water which wasn't very adventurous but the queue was too long to hang about as we were going to a timed entrance into The National...More,A place with character,4.0
Good wholesome lunch. Vegetarian and lamb mains both about 6 quid. Good spinach soup and bread. Ample chilled water and some good value house wine. Bustling friendly atmosphere. Deservedly popular.,Out of the Ordinary,4.0
We often stop here for a cuppa and a sandwich whilst in London. It does get very busy at lunchtimes and tends to be very noisy with so many people talking at the same time! But having said that it is a great place for...More,Wow! A must!,5.0
"First time I've been to Cafe in the Crypt - excellent in every respect.
This is a fine restaurant in the brick-vaulted crypt under St Martin-in-the-Fields, just off Trafalgar Square. At 6pm, it was full but is large enough to cope with a steady throughput...More",Central London surprise,5.0
"If you are a ""foodie"" this is probably not your place. The food is very good in my opinion. We had baked chicken, new potatoes, red cabbage, roasted zuchini and a big piece of apple pie for dessert (to share because it was huge). Everything...More",Hidden away,4.0
"The Crypt of St Martin in the Fields would be an impressive space at any time, but it has been lit beautifully to enhance the atmosphere. We were there late afternoon / early evening and while we were there, the lights were dimmed and candles...More",London's best 'crypt' secret!,4.0
"We ended up here for lunch after visiting the National Gallery to see the sunflowers. Costs are on a par for similar places, and presumably profits go to a good cause. The setting is great.",Tucked away but worth seeking out,5.0
"I was in London during tube strikes - the streets were full of perturbed business people hustling everywhere. The Cafe in the Crypt was a perfect escape for tea and perspective - grave markers are still a part of the cafe floor, with adjacent exhibits...More","History, Atmosphere and Good Food",5.0
"Popped in from a recommendation. The crypt is fantastic and I was amazed how big it was downstairs. Food looked fantastic and well laid out. A bit of a wait, but well worth it.
Happy to recommend - good wholesome food.
Very reasonably priced.",Good value & excellent music,5.0
Came here for breakfast 2 minutes walk from Charing Cross Tube Station. Very reasonable prices for Central London. Well worth a visit.,Really good food in a lovely haven in central London,5.0
"Convenient location, quality food, reasonably priced, great atmosphere, professional staff, good food choice.
Give it a try, you won't be disappointed",Convienient and good value,5.0
"enjoyable atmospheric cafe by Trafalgar Square, great place to go to unwind. An art exhibition was there on last visit, busy and pleasing to the eye for it's' gothic' feel. Reasonably priced food and drink,. Reccomend a visit.",As Good as in 1982,4.0
Good place for lunch and sometimes live music. Bit noisy cos so busy and acoustics bad. Great to see the amazing building tho.,Great beginning to our stay in London,4.0
Atmospheric location in centre of London. Food was good. Menu a little limited. As there was a large group of us we phoned and reserved a table which is very useful.,Dinner in a Crypt - Great combo!!!,5.0
